serial_no,sensor_id,imu1_pitch,imu1_roll,battery,reading_time
862,LRS,20.64,-1.93,34,Sat Jul 25 2020 12:16:39 GMT+0530 (India Standard Time)
863,LRS,20.69,-1.94,34,Sat Jul 25 2020 12:16:39 GMT+0530 (India Standard Time)
864,LRS,20.75,-1.95,34,Sat Jul 25 2020 12:16:40 GMT+0530 (India Standard Time)
865,LRS,20.81,-1.96,34,Sat Jul 25 2020 12:16:40 GMT+0530 (India Standard Time)
866,LRS,20.85,-1.96,34,Sat Jul 25 2020 12:16:40 GMT+0530 (India Standard Time)
867,LRS,20.9,-1.96,34,Sat Jul 25 2020 12:16:40 GMT+0530 (India Standard Time)
868,LRS,20.94,-1.97,34,Sat Jul 25 2020 12:16:40 GMT+0530 (India Standard Time)
869,LRS,20.99,-1.98,34,Sat Jul 25 2020 12:16:40 GMT+0530 (India Standard Time)
870,LRS,21.04,-1.98,34,Sat Jul 25 2020 12:16:40 GMT+0530 (India Standard Time)
871,LRS,21.09,-1.99,34,Sat Jul 25 2020 12:16:40 GMT+0530 (India Standard Time)
872,LRS,21.13,-2,34,Sat Jul 25 2020 12:16:40 GMT+0530 (India Standard Time)
873,LRS,21.18,-2.01,34,Sat Jul 25 2020 12:16:40 GMT+0530 (India Standard Time)
874,LRS,21.23,-2.01,34,Sat Jul 25 2020 12:16:40 GMT+0530 (India Standard Time)
875,LRS,21.26,-2.01,34,Sat Jul 25 2020 12:16:40 GMT+0530 (India Standard Time)
876,LRS,21.31,-2.01,34,Sat Jul 25 2020 12:16:41 GMT+0530 (India Standard Time)
877,LRS,21.34,-2.02,34,Sat Jul 25 2020 12:16:41 GMT+0530 (India Standard Time)
878,LRS,21.36,-2.01,34,Sat Jul 25 2020 12:16:41 GMT+0530 (India Standard Time)
879,LRS,21.4,-2.01,34,Sat Jul 25 2020 12:16:41 GMT+0530 (India Standard Time)
880,LRS,21.44,-2.01,34,Sat Jul 25 2020 12:16:41 GMT+0530 (India Standard Time)
881,LRS,21.48,-2.01,34,Sat Jul 25 2020 12:16:41 GMT+0530 (India Standard Time)
882,LRS,21.51,-2.02,34,Sat Jul 25 2020 12:16:41 GMT+0530 (India Standard Time)
883,LRS,21.55,-2.01,34,Sat Jul 25 2020 12:16:41 GMT+0530 (India Standard Time)
884,LRS,21.59,-2.02,34,Sat Jul 25 2020 12:16:41 GMT+0530 (India Standard Time)
885,LRS,21.63,-2.02,34,Sat Jul 25 2020 12:16:41 GMT+0530 (India Standard Time)
886,LRS,21.67,-2.02,34,Sat Jul 25 2020 12:16:41 GMT+0530 (India Standard Time)
887,LRS,21.7,-2.02,34,Sat Jul 25 2020 12:16:42 GMT+0530 (India Standard Time)
888,LRS,21.73,-2.03,34,Sat Jul 25 2020 12:16:42 GMT+0530 (India Standard Time)
889,LRS,21.76,-2.03,34,Sat Jul 25 2020 12:16:42 GMT+0530 (India Standard Time)
890,LRS,21.79,-2.03,34,Sat Jul 25 2020 12:16:42 GMT+0530 (India Standard Time)
891,LRS,21.82,-2.03,34,Sat Jul 25 2020 12:16:42 GMT+0530 (India Standard Time)
892,LRS,21.85,-2.03,34,Sat Jul 25 2020 12:16:42 GMT+0530 (India Standard Time)
893,LRS,21.88,-2.04,34,Sat Jul 25 2020 12:16:42 GMT+0530 (India Standard Time)
894,LRS,21.91,-2.04,34,Sat Jul 25 2020 12:16:42 GMT+0530 (India Standard Time)
895,LRS,21.94,-2.05,34,Sat Jul 25 2020 12:16:42 GMT+0530 (India Standard Time)
896,LRS,21.97,-2.05,34,Sat Jul 25 2020 12:16:42 GMT+0530 (India Standard Time)
897,LRS,21.98,-2.06,34,Sat Jul 25 2020 12:16:43 GMT+0530 (India Standard Time)
898,LRS,22.02,-2.06,34,Sat Jul 25 2020 12:16:43 GMT+0530 (India Standard Time)
899,LRS,22.04,-2.06,34,Sat Jul 25 2020 12:16:43 GMT+0530 (India Standard Time)
900,LRS,22.06,-2.05,34,Sat Jul 25 2020 12:16:43 GMT+0530 (India Standard Time)
901,LRS,22.09,-2.06,34,Sat Jul 25 2020 12:16:43 GMT+0530 (India Standard Time)
902,LRS,22.12,-2.05,34,Sat Jul 25 2020 12:16:43 GMT+0530 (India Standard Time)
903,LRS,22.15,-2.05,34,Sat Jul 25 2020 12:16:43 GMT+0530 (India Standard Time)
904,LRS,22.17,-2.06,34,Sat Jul 25 2020 12:16:43 GMT+0530 (India Standard Time)
905,LRS,22.2,-2.06,34,Sat Jul 25 2020 12:16:43 GMT+0530 (India Standard Time)
906,LRS,22.22,-2.08,34,Sat Jul 25 2020 12:16:43 GMT+0530 (India Standard Time)
907,LRS,22.24,-2.08,34,Sat Jul 25 2020 12:16:43 GMT+0530 (India Standard Time)
908,LRS,22.26,-2.08,34,Sat Jul 25 2020 12:16:44 GMT+0530 (India Standard Time)
909,LRS,22.28,-2.08,34,Sat Jul 25 2020 12:16:44 GMT+0530 (India Standard Time)
910,LRS,22.29,-2.09,34,Sat Jul 25 2020 12:16:44 GMT+0530 (India Standard Time)
911,LRS,22.31,-2.1,34,Sat Jul 25 2020 12:16:44 GMT+0530 (India Standard Time)
912,LRS,22.34,-2.1,34,Sat Jul 25 2020 12:16:44 GMT+0530 (India Standard Time)
913,LRS,22.35,-2.11,34,Sat Jul 25 2020 12:16:44 GMT+0530 (India Standard Time)
914,LRS,22.37,-2.11,34,Sat Jul 25 2020 12:16:44 GMT+0530 (India Standard Time)
915,LRS,22.39,-2.11,34,Sat Jul 25 2020 12:16:44 GMT+0530 (India Standard Time)
916,LRS,22.41,-2.12,34,Sat Jul 25 2020 12:16:44 GMT+0530 (India Standard Time)
917,LRS,22.43,-2.12,34,Sat Jul 25 2020 12:16:44 GMT+0530 (India Standard Time)
918,LRS,22.45,-2.12,34,Sat Jul 25 2020 12:16:44 GMT+0530 (India Standard Time)
919,LRS,22.48,-2.12,34,Sat Jul 25 2020 12:16:45 GMT+0530 (India Standard Time)
920,LRS,22.49,-2.11,34,Sat Jul 25 2020 12:16:45 GMT+0530 (India Standard Time)
921,LRS,22.51,-2.11,34,Sat Jul 25 2020 12:16:45 GMT+0530 (India Standard Time)
922,LRS,22.53,-2.11,34,Sat Jul 25 2020 12:16:45 GMT+0530 (India Standard Time)
923,LRS,22.56,-2.11,34,Sat Jul 25 2020 12:16:45 GMT+0530 (India Standard Time)
924,LRS,22.57,-2.09,34,Sat Jul 25 2020 12:16:45 GMT+0530 (India Standard Time)
925,LRS,22.59,-2.1,34,Sat Jul 25 2020 12:16:45 GMT+0530 (India Standard Time)
926,LRS,22.61,-2.1,34,Sat Jul 25 2020 12:16:45 GMT+0530 (India Standard Time)
927,LRS,22.62,-2.1,34,Sat Jul 25 2020 12:16:45 GMT+0530 (India Standard Time)
928,LRS,22.65,-2.09,34,Sat Jul 25 2020 12:16:45 GMT+0530 (India Standard Time)
929,LRS,22.66,-2.09,34,Sat Jul 25 2020 12:16:45 GMT+0530 (India Standard Time)
930,LRS,22.68,-2.09,34,Sat Jul 25 2020 12:16:46 GMT+0530 (India Standard Time)
931,LRS,22.7,-2.09,34,Sat Jul 25 2020 12:16:46 GMT+0530 (India Standard Time)
932,LRS,22.71,-2.09,34,Sat Jul 25 2020 12:16:46 GMT+0530 (India Standard Time)
933,LRS,22.72,-2.09,34,Sat Jul 25 2020 12:16:46 GMT+0530 (India Standard Time)
934,LRS,22.74,-2.1,34,Sat Jul 25 2020 12:16:46 GMT+0530 (India Standard Time)
935,LRS,22.76,-2.1,34,Sat Jul 25 2020 12:16:46 GMT+0530 (India Standard Time)
936,LRS,22.77,-2.1,34,Sat Jul 25 2020 12:16:46 GMT+0530 (India Standard Time)
937,LRS,22.79,-2.1,34,Sat Jul 25 2020 12:16:46 GMT+0530 (India Standard Time)
938,LRS,22.8,-2.1,34,Sat Jul 25 2020 12:16:46 GMT+0530 (India Standard Time)
939,LRS,22.82,-2.09,34,Sat Jul 25 2020 12:16:46 GMT+0530 (India Standard Time)
940,LRS,22.83,-2.09,34,Sat Jul 25 2020 12:16:47 GMT+0530 (India Standard Time)
941,LRS,22.84,-2.1,34,Sat Jul 25 2020 12:16:47 GMT+0530 (India Standard Time)
942,LRS,22.85,-2.09,34,Sat Jul 25 2020 12:16:47 GMT+0530 (India Standard Time)
943,LRS,22.86,-2.1,34,Sat Jul 25 2020 12:16:47 GMT+0530 (India Standard Time)
944,LRS,22.87,-2.09,34,Sat Jul 25 2020 12:16:47 GMT+0530 (India Standard Time)
945,LRS,22.89,-2.09,34,Sat Jul 25 2020 12:16:47 GMT+0530 (India Standard Time)
946,LRS,22.9,-2.09,34,Sat Jul 25 2020 12:16:47 GMT+0530 (India Standard Time)
947,LRS,22.91,-2.09,34,Sat Jul 25 2020 12:16:47 GMT+0530 (India Standard Time)
948,LRS,22.92,-2.09,34,Sat Jul 25 2020 12:16:47 GMT+0530 (India Standard Time)
949,LRS,22.92,-2.09,34,Sat Jul 25 2020 12:16:48 GMT+0530 (India Standard Time)
950,LRS,22.93,-2.09,34,Sat Jul 25 2020 12:16:48 GMT+0530 (India Standard Time)
951,LRS,22.94,-2.09,34,Sat Jul 25 2020 12:16:48 GMT+0530 (India Standard Time)
952,LRS,22.95,-2.1,34,Sat Jul 25 2020 12:16:48 GMT+0530 (India Standard Time)
953,LRS,22.97,-2.1,34,Sat Jul 25 2020 12:16:48 GMT+0530 (India Standard Time)
954,LRS,22.97,-2.09,34,Sat Jul 25 2020 12:16:48 GMT+0530 (India Standard Time)
955,LRS,22.98,-2.1,34,Sat Jul 25 2020 12:16:48 GMT+0530 (India Standard Time)
956,LRS,23,-2.08,34,Sat Jul 25 2020 12:16:48 GMT+0530 (India Standard Time)
957,LRS,23.01,-2.09,34,Sat Jul 25 2020 12:16:48 GMT+0530 (India Standard Time)
958,LRS,23.02,-2.09,34,Sat Jul 25 2020 12:16:48 GMT+0530 (India Standard Time)
959,LRS,23.03,-2.09,34,Sat Jul 25 2020 12:16:49 GMT+0530 (India Standard Time)
960,LRS,23.04,-2.09,34,Sat Jul 25 2020 12:16:49 GMT+0530 (India Standard Time)
961,LRS,23.04,-2.11,34,Sat Jul 25 2020 12:16:49 GMT+0530 (India Standard Time)
962,LRS,23.05,-2.11,34,Sat Jul 25 2020 12:16:49 GMT+0530 (India Standard Time)
963,LRS,23.06,-2.1,34,Sat Jul 25 2020 12:16:49 GMT+0530 (India Standard Time)
964,LRS,23.07,-2.1,34,Sat Jul 25 2020 12:16:49 GMT+0530 (India Standard Time)
965,LRS,23.07,-2.11,34,Sat Jul 25 2020 12:16:49 GMT+0530 (India Standard Time)
966,LRS,23.09,-2.11,34,Sat Jul 25 2020 12:16:49 GMT+0530 (India Standard Time)
967,LRS,23.09,-2.1,34,Sat Jul 25 2020 12:16:49 GMT+0530 (India Standard Time)
968,LRS,23.1,-2.11,34,Sat Jul 25 2020 12:16:49 GMT+0530 (India Standard Time)
969,LRS,23.1,-2.11,34,Sat Jul 25 2020 12:16:49 GMT+0530 (India Standard Time)
970,LRS,23.1,-2.11,34,Sat Jul 25 2020 12:16:50 GMT+0530 (India Standard Time)
971,LRS,23.11,-2.12,34,Sat Jul 25 2020 12:16:50 GMT+0530 (India Standard Time)
972,LRS,23.12,-2.12,34,Sat Jul 25 2020 12:16:50 GMT+0530 (India Standard Time)
973,LRS,23.13,-2.11,34,Sat Jul 25 2020 12:16:50 GMT+0530 (India Standard Time)
974,LRS,23.14,-2.12,34,Sat Jul 25 2020 12:16:50 GMT+0530 (India Standard Time)
975,LRS,23.16,-2.12,34,Sat Jul 25 2020 12:16:50 GMT+0530 (India Standard Time)
976,LRS,23.17,-2.13,34,Sat Jul 25 2020 12:16:50 GMT+0530 (India Standard Time)
977,LRS,23.18,-2.13,34,Sat Jul 25 2020 12:16:50 GMT+0530 (India Standard Time)
978,LRS,23.17,-2.13,34,Sat Jul 25 2020 12:16:50 GMT+0530 (India Standard Time)
979,LRS,23.18,-2.13,34,Sat Jul 25 2020 12:16:50 GMT+0530 (India Standard Time)
980,LRS,23.18,-2.13,34,Sat Jul 25 2020 12:16:50 GMT+0530 (India Standard Time)
981,LRS,23.19,-2.12,34,Sat Jul 25 2020 12:16:51 GMT+0530 (India Standard Time)
982,LRS,23.19,-2.13,34,Sat Jul 25 2020 12:16:51 GMT+0530 (India Standard Time)
983,LRS,23.2,-2.12,34,Sat Jul 25 2020 12:16:51 GMT+0530 (India Standard Time)
984,LRS,23.2,-2.12,34,Sat Jul 25 2020 12:16:51 GMT+0530 (India Standard Time)
985,LRS,23.2,-2.13,34,Sat Jul 25 2020 12:16:51 GMT+0530 (India Standard Time)
986,LRS,23.21,-2.13,34,Sat Jul 25 2020 12:16:51 GMT+0530 (India Standard Time)
987,LRS,23.21,-2.13,34,Sat Jul 25 2020 12:16:51 GMT+0530 (India Standard Time)
988,LRS,23.21,-2.14,34,Sat Jul 25 2020 12:16:51 GMT+0530 (India Standard Time)
989,LRS,23.23,-2.15,34,Sat Jul 25 2020 12:16:51 GMT+0530 (India Standard Time)
990,LRS,23.23,-2.15,34,Sat Jul 25 2020 12:16:51 GMT+0530 (India Standard Time)
991,LRS,23.24,-2.16,34,Sat Jul 25 2020 12:16:52 GMT+0530 (India Standard Time)
992,LRS,23.24,-2.15,34,Sat Jul 25 2020 12:16:52 GMT+0530 (India Standard Time)
993,LRS,23.25,-2.16,34,Sat Jul 25 2020 12:16:52 GMT+0530 (India Standard Time)
994,LRS,23.24,-2.16,34,Sat Jul 25 2020 12:16:52 GMT+0530 (India Standard Time)
995,LRS,23.24,-2.16,34,Sat Jul 25 2020 12:16:52 GMT+0530 (India Standard Time)
996,LRS,23.25,-2.17,34,Sat Jul 25 2020 12:16:52 GMT+0530 (India Standard Time)
997,LRS,23.25,-2.17,34,Sat Jul 25 2020 12:16:52 GMT+0530 (India Standard Time)
998,LRS,23.25,-2.16,34,Sat Jul 25 2020 12:16:52 GMT+0530 (India Standard Time)
999,LRS,23.25,-2.17,34,Sat Jul 25 2020 12:16:52 GMT+0530 (India Standard Time)
1000,LRS,23.26,-2.17,34,Sat Jul 25 2020 12:16:52 GMT+0530 (India Standard Time)
1001,LRS,23.27,-2.18,34,Sat Jul 25 2020 12:16:52 GMT+0530 (India Standard Time)
1002,LRS,23.27,-2.18,34,Sat Jul 25 2020 12:16:53 GMT+0530 (India Standard Time)
1003,LRS,23.28,-2.19,34,Sat Jul 25 2020 12:16:53 GMT+0530 (India Standard Time)
1004,LRS,23.28,-2.19,34,Sat Jul 25 2020 12:16:53 GMT+0530 (India Standard Time)
1005,LRS,23.28,-2.2,34,Sat Jul 25 2020 12:16:53 GMT+0530 (India Standard Time)
1006,LRS,23.29,-2.19,34,Sat Jul 25 2020 12:16:53 GMT+0530 (India Standard Time)
1007,LRS,23.3,-2.19,34,Sat Jul 25 2020 12:16:53 GMT+0530 (India Standard Time)
1008,LRS,23.3,-2.18,34,Sat Jul 25 2020 12:16:53 GMT+0530 (India Standard Time)
1009,LRS,23.31,-2.18,34,Sat Jul 25 2020 12:16:53 GMT+0530 (India Standard Time)
1010,LRS,23.3,-2.17,34,Sat Jul 25 2020 12:16:53 GMT+0530 (India Standard Time)
1011,LRS,23.31,-2.17,34,Sat Jul 25 2020 12:16:53 GMT+0530 (India Standard Time)
1012,LRS,23.32,-2.17,34,Sat Jul 25 2020 12:16:54 GMT+0530 (India Standard Time)
1013,LRS,23.33,-2.16,34,Sat Jul 25 2020 12:16:54 GMT+0530 (India Standard Time)
1014,LRS,23.32,-2.15,34,Sat Jul 25 2020 12:16:54 GMT+0530 (India Standard Time)
1015,LRS,23.31,-2.15,34,Sat Jul 25 2020 12:16:54 GMT+0530 (India Standard Time)
1016,LRS,23.32,-2.16,34,Sat Jul 25 2020 12:16:54 GMT+0530 (India Standard Time)
1017,LRS,23.32,-2.16,34,Sat Jul 25 2020 12:16:54 GMT+0530 (India Standard Time)
1018,LRS,23.33,-2.15,34,Sat Jul 25 2020 12:16:54 GMT+0530 (India Standard Time)
1019,LRS,23.33,-2.15,34,Sat Jul 25 2020 12:16:54 GMT+0530 (India Standard Time)
1020,LRS,23.32,-2.16,34,Sat Jul 25 2020 12:16:54 GMT+0530 (India Standard Time)
1021,LRS,23.33,-2.17,34,Sat Jul 25 2020 12:16:54 GMT+0530 (India Standard Time)
1022,LRS,23.34,-2.18,34,Sat Jul 25 2020 12:16:55 GMT+0530 (India Standard Time)
1023,LRS,23.33,-2.17,34,Sat Jul 25 2020 12:16:55 GMT+0530 (India Standard Time)
1024,LRS,23.32,-2.16,34,Sat Jul 25 2020 12:16:55 GMT+0530 (India Standard Time)
1025,LRS,23.32,-2.16,34,Sat Jul 25 2020 12:16:55 GMT+0530 (India Standard Time)
1026,LRS,23.33,-2.16,34,Sat Jul 25 2020 12:16:55 GMT+0530 (India Standard Time)
1027,LRS,23.33,-2.16,34,Sat Jul 25 2020 12:16:55 GMT+0530 (India Standard Time)
1028,LRS,23.34,-2.16,34,Sat Jul 25 2020 12:16:55 GMT+0530 (India Standard Time)
1029,LRS,23.34,-2.15,34,Sat Jul 25 2020 12:16:55 GMT+0530 (India Standard Time)
1030,LRS,23.35,-2.15,34,Sat Jul 25 2020 12:16:55 GMT+0530 (India Standard Time)
1031,LRS,23.35,-2.15,34,Sat Jul 25 2020 12:16:55 GMT+0530 (India Standard Time)
1032,LRS,23.35,-2.16,34,Sat Jul 25 2020 12:16:55 GMT+0530 (India Standard Time)
1033,LRS,23.35,-2.16,34,Sat Jul 25 2020 12:16:56 GMT+0530 (India Standard Time)
1034,LRS,23.35,-2.15,34,Sat Jul 25 2020 12:16:56 GMT+0530 (India Standard Time)
1035,LRS,23.35,-2.15,34,Sat Jul 25 2020 12:16:56 GMT+0530 (India Standard Time)
1036,LRS,23.35,-2.15,34,Sat Jul 25 2020 12:16:56 GMT+0530 (India Standard Time)
1037,LRS,23.34,-2.15,34,Sat Jul 25 2020 12:16:56 GMT+0530 (India Standard Time)
1038,LRS,23.35,-2.15,34,Sat Jul 25 2020 12:16:56 GMT+0530 (India Standard Time)
1039,LRS,23.34,-2.15,34,Sat Jul 25 2020 12:16:56 GMT+0530 (India Standard Time)
1040,LRS,23.38,-2.17,34,Sat Jul 25 2020 12:16:56 GMT+0530 (India Standard Time)
1041,LRS,23.37,-2.17,34,Sat Jul 25 2020 12:16:56 GMT+0530 (India Standard Time)
1042,LRS,23.36,-2.17,34,Sat Jul 25 2020 12:16:56 GMT+0530 (India Standard Time)
1043,LRS,23.37,-2.18,34,Sat Jul 25 2020 12:16:56 GMT+0530 (India Standard Time)
1044,LRS,23.36,-2.17,34,Sat Jul 25 2020 12:16:57 GMT+0530 (India Standard Time)
1045,LRS,23.36,-2.18,34,Sat Jul 25 2020 12:16:57 GMT+0530 (India Standard Time)
1046,LRS,23.35,-2.18,34,Sat Jul 25 2020 12:16:57 GMT+0530 (India Standard Time)
1047,LRS,23.35,-2.18,34,Sat Jul 25 2020 12:16:57 GMT+0530 (India Standard Time)
1048,LRS,23.36,-2.18,34,Sat Jul 25 2020 12:16:57 GMT+0530 (India Standard Time)
1049,LRS,23.36,-2.17,34,Sat Jul 25 2020 12:16:57 GMT+0530 (India Standard Time)
1050,LRS,23.37,-2.18,34,Sat Jul 25 2020 12:16:57 GMT+0530 (India Standard Time)
1051,LRS,23.37,-2.17,34,Sat Jul 25 2020 12:16:57 GMT+0530 (India Standard Time)
1052,LRS,23.37,-2.18,34,Sat Jul 25 2020 12:16:57 GMT+0530 (India Standard Time)
1053,LRS,23.38,-2.18,34,Sat Jul 25 2020 12:16:57 GMT+0530 (India Standard Time)
1054,LRS,23.38,-2.19,34,Sat Jul 25 2020 12:16:58 GMT+0530 (India Standard Time)
1055,LRS,23.37,-2.18,34,Sat Jul 25 2020 12:16:58 GMT+0530 (India Standard Time)
1056,LRS,23.37,-2.18,34,Sat Jul 25 2020 12:16:58 GMT+0530 (India Standard Time)
1057,LRS,23.42,-2.21,34,Sat Jul 25 2020 12:16:58 GMT+0530 (India Standard Time)
1058,LRS,23.33,-2.17,34,Sat Jul 25 2020 12:16:58 GMT+0530 (India Standard Time)
1059,LRS,23.3,-2.14,34,Sat Jul 25 2020 12:16:58 GMT+0530 (India Standard Time)
1060,LRS,23.32,-2.17,34,Sat Jul 25 2020 12:16:58 GMT+0530 (India Standard Time)
1061,LRS,23.33,-2.18,34,Sat Jul 25 2020 12:16:58 GMT+0530 (India Standard Time)
1062,LRS,23.33,-2.17,34,Sat Jul 25 2020 12:16:58 GMT+0530 (India Standard Time)
1063,LRS,23.34,-2.17,34,Sat Jul 25 2020 12:16:58 GMT+0530 (India Standard Time)
1064,LRS,23.34,-2.17,34,Sat Jul 25 2020 12:16:58 GMT+0530 (India Standard Time)
1065,LRS,23.34,-2.17,34,Sat Jul 25 2020 12:16:59 GMT+0530 (India Standard Time)
1066,LRS,23.34,-2.18,34,Sat Jul 25 2020 12:16:59 GMT+0530 (India Standard Time)
1067,LRS,23.34,-2.17,34,Sat Jul 25 2020 12:16:59 GMT+0530 (India Standard Time)
1068,LRS,23.34,-2.18,34,Sat Jul 25 2020 12:16:59 GMT+0530 (India Standard Time)
1069,LRS,23.34,-2.17,34,Sat Jul 25 2020 12:16:59 GMT+0530 (India Standard Time)
1070,LRS,23.34,-2.17,34,Sat Jul 25 2020 12:16:59 GMT+0530 (India Standard Time)
1071,LRS,23.34,-2.17,34,Sat Jul 25 2020 12:16:59 GMT+0530 (India Standard Time)
1072,LRS,23.36,-2.17,34,Sat Jul 25 2020 12:16:59 GMT+0530 (India Standard Time)
1073,LRS,23.36,-2.17,34,Sat Jul 25 2020 12:16:59 GMT+0530 (India Standard Time)
1074,LRS,23.36,-2.17,34,Sat Jul 25 2020 12:17:00 GMT+0530 (India Standard Time)
1075,LRS,23.37,-2.17,34,Sat Jul 25 2020 12:17:00 GMT+0530 (India Standard Time)
1076,LRS,23.37,-2.16,34,Sat Jul 25 2020 12:17:00 GMT+0530 (India Standard Time)
1077,LRS,23.37,-2.17,34,Sat Jul 25 2020 12:17:00 GMT+0530 (India Standard Time)
1078,LRS,23.36,-2.17,34,Sat Jul 25 2020 12:17:00 GMT+0530 (India Standard Time)
1079,LRS,23.37,-2.17,34,Sat Jul 25 2020 12:17:00 GMT+0530 (India Standard Time)
1080,LRS,23.38,-2.16,34,Sat Jul 25 2020 12:17:00 GMT+0530 (India Standard Time)
1081,LRS,23.38,-2.17,34,Sat Jul 25 2020 12:17:00 GMT+0530 (India Standard Time)
1082,LRS,23.38,-2.16,34,Sat Jul 25 2020 12:17:00 GMT+0530 (India Standard Time)
1083,LRS,23.39,-2.17,34,Sat Jul 25 2020 12:17:00 GMT+0530 (India Standard Time)
1084,LRS,23.39,-2.16,34,Sat Jul 25 2020 12:17:01 GMT+0530 (India Standard Time)
1085,LRS,23.39,-2.16,34,Sat Jul 25 2020 12:17:01 GMT+0530 (India Standard Time)
1086,LRS,23.4,-2.17,34,Sat Jul 25 2020 12:17:01 GMT+0530 (India Standard Time)
1087,LRS,23.4,-2.17,34,Sat Jul 25 2020 12:17:01 GMT+0530 (India Standard Time)
1088,LRS,23.4,-2.17,34,Sat Jul 25 2020 12:17:01 GMT+0530 (India Standard Time)
1089,LRS,23.4,-2.17,34,Sat Jul 25 2020 12:17:01 GMT+0530 (India Standard Time)
1090,LRS,23.42,-2.18,34,Sat Jul 25 2020 12:17:01 GMT+0530 (India Standard Time)
1091,LRS,23.42,-2.18,34,Sat Jul 25 2020 12:17:01 GMT+0530 (India Standard Time)
1092,LRS,23.41,-2.18,34,Sat Jul 25 2020 12:17:01 GMT+0530 (India Standard Time)
1093,LRS,23.4,-2.17,34,Sat Jul 25 2020 12:17:01 GMT+0530 (India Standard Time)
1094,LRS,23.41,-2.18,34,Sat Jul 25 2020 12:17:02 GMT+0530 (India Standard Time)
1095,LRS,23.41,-2.18,34,Sat Jul 25 2020 12:17:02 GMT+0530 (India Standard Time)
1096,LRS,23.41,-2.18,34,Sat Jul 25 2020 12:17:02 GMT+0530 (India Standard Time)
1097,LRS,23.42,-2.18,34,Sat Jul 25 2020 12:17:02 GMT+0530 (India Standard Time)
1098,LRS,23.42,-2.18,34,Sat Jul 25 2020 12:17:02 GMT+0530 (India Standard Time)
1099,LRS,23.42,-2.17,34,Sat Jul 25 2020 12:17:02 GMT+0530 (India Standard Time)
1100,LRS,23.43,-2.17,34,Sat Jul 25 2020 12:17:02 GMT+0530 (India Standard Time)
1101,LRS,23.43,-2.16,34,Sat Jul 25 2020 12:17:02 GMT+0530 (India Standard Time)
1102,LRS,23.44,-2.17,34,Sat Jul 25 2020 12:17:02 GMT+0530 (India Standard Time)
1103,LRS,23.44,-2.18,34,Sat Jul 25 2020 12:17:02 GMT+0530 (India Standard Time)
1104,LRS,23.45,-2.18,34,Sat Jul 25 2020 12:17:03 GMT+0530 (India Standard Time)
1105,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:03 GMT+0530 (India Standard Time)
1106,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:03 GMT+0530 (India Standard Time)
1107,LRS,23.44,-2.18,34,Sat Jul 25 2020 12:17:03 GMT+0530 (India Standard Time)
1108,LRS,23.45,-2.19,34,Sat Jul 25 2020 12:17:03 GMT+0530 (India Standard Time)
1109,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:03 GMT+0530 (India Standard Time)
1110,LRS,23.45,-2.19,34,Sat Jul 25 2020 12:17:03 GMT+0530 (India Standard Time)
1111,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:03 GMT+0530 (India Standard Time)
1112,LRS,23.42,-2.17,34,Sat Jul 25 2020 12:17:03 GMT+0530 (India Standard Time)
1113,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:03 GMT+0530 (India Standard Time)
1114,LRS,23.44,-2.18,34,Sat Jul 25 2020 12:17:04 GMT+0530 (India Standard Time)
1115,LRS,23.45,-2.19,34,Sat Jul 25 2020 12:17:04 GMT+0530 (India Standard Time)
1116,LRS,23.44,-2.2,34,Sat Jul 25 2020 12:17:04 GMT+0530 (India Standard Time)
1117,LRS,23.43,-2.19,34,Sat Jul 25 2020 12:17:04 GMT+0530 (India Standard Time)
1118,LRS,23.44,-2.19,34,Sat Jul 25 2020 12:17:04 GMT+0530 (India Standard Time)
1119,LRS,23.43,-2.19,34,Sat Jul 25 2020 12:17:04 GMT+0530 (India Standard Time)
1120,LRS,23.42,-2.19,34,Sat Jul 25 2020 12:17:04 GMT+0530 (India Standard Time)
1121,LRS,23.44,-2.19,34,Sat Jul 25 2020 12:17:04 GMT+0530 (India Standard Time)
1122,LRS,23.43,-2.19,34,Sat Jul 25 2020 12:17:04 GMT+0530 (India Standard Time)
1123,LRS,23.43,-2.2,34,Sat Jul 25 2020 12:17:04 GMT+0530 (India Standard Time)
1124,LRS,23.43,-2.2,34,Sat Jul 25 2020 12:17:04 GMT+0530 (India Standard Time)
1125,LRS,23.43,-2.19,34,Sat Jul 25 2020 12:17:05 GMT+0530 (India Standard Time)
1126,LRS,23.42,-2.2,34,Sat Jul 25 2020 12:17:05 GMT+0530 (India Standard Time)
1127,LRS,23.42,-2.19,34,Sat Jul 25 2020 12:17:05 GMT+0530 (India Standard Time)
1128,LRS,23.43,-2.18,34,Sat Jul 25 2020 12:17:05 GMT+0530 (India Standard Time)
1129,LRS,23.44,-2.19,34,Sat Jul 25 2020 12:17:05 GMT+0530 (India Standard Time)
1130,LRS,23.46,-2.19,34,Sat Jul 25 2020 12:17:05 GMT+0530 (India Standard Time)
1131,LRS,23.45,-2.19,34,Sat Jul 25 2020 12:17:05 GMT+0530 (India Standard Time)
1132,LRS,23.45,-2.18,34,Sat Jul 25 2020 12:17:05 GMT+0530 (India Standard Time)
